Date,Open,High,Low,Close,Volume
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,73.05941772460938,135480400
2020-01-03,74.2874984741211,75.1449966430664,74.125,72.34913635253906,146322800
2020-01-06,73.44750213623047,74.98999786376953,73.1875,72.9256362915039,118387200
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,72.5826644897461,108872000
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,73.75025939941406,132079200
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,75.31676483154297,170108400
2020-01-10,77.6500015258789,78.1675033569336,77.0625,75.48703002929688,140644800
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,77.0997543334961,121532000
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,76.05865478515625,161954400
2020-01-15,77.9625015258789,78.875,77.38749694824219,75.73270416259766,121923600
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,76.6813735961914,108829200
2020-01-17,79.06749725341797,79.68499755859375,78.75,77.53031158447266,137816400
2020-01-21,79.29750061035156,79.75499725341797,79.0,77.00491333007812,110843200
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,77.27976989746094,101832400
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,77.65194702148438,104472000
2020-01-24,80.0625,80.8324966430664,79.37999725341797,77.42813873291016,146537600
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,75.15135192871094,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,77.27733612060547,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,78.89493560791016,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,78.78060150146484,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,75.2875747680664,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,75.08080291748047,173788400
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,77.55948638916016,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,78.19196319580078,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,79.10655212402344,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,78.0312728881836,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,78.40190124511719,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,77.92887878417969,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,79.77951049804688,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,79.2114028930664,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,79.23091125488281,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,77.78016662597656,152531200
2020-02-19,80.0,81.14250183105469,80.0,78.90660095214844,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,78.09711456298828,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,76.32939147949219,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,72.70368957519531,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,70.2410659790039,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,71.3553695678711,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,66.69097900390625,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,66.6519775390625,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,72.85730743408203,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,70.54341888427734,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,73.8155746459961,219178400
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,71.42119598388672,187572800
2020-03-06,70.5,72.70500183105469,70.30750274658203,70.47270202636719,226176800
2020-03-09,65.9375,69.52249908447266,65.75,64.89886474609375,286744800
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,69.572998046875,285290000
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,67.15670776367188,255598800
2020-03-12,63.98500061035156,67.5,62.0,60.524654388427734,418474000
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,67.7760238647461,370732000
2020-03-16,60.48749923706055,64.7699966430664,60.0,59.05683517456055,322423600
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,61.653568267822266,324056000
